time,nav,benchmark,net
2017/12/15,6.348272944,3.522083509,3.826189436
2017/12/22,6.380552503,3.526107231,3.854445272
2017/12/29,6.389969877,3.530589644,3.859380233
2018/1/5,6.537128406,3.62459436,3.912534045
2018/1/12,6.5451982,3.614495376,3.930702824
2018/1/19,6.528317791,3.542766772,3.985551019
2018/1/26,6.598330282,3.605603694,3.992726588
2018/2/2,6.23043908,3.391660091,3.838778988
2018/2/9,5.797858455,3.137518124,3.660340331
2018/2/14,5.944365791,3.250446575,3.693919216
2018/2/23,6.048950328,3.331126675,3.717823653
2018/3/2,6.136409802,3.420740423,3.715669379
2018/3/9,6.341739569,3.505824934,3.835914635
2018/3/16,6.274861283,3.47155752,3.803303764
2018/3/23,6.009903413,3.268700377,3.741203036
2018/3/30,6.270566269,3.453727503,3.816838766
2018/4/4,6.221047897,3.398910631,3.822137266
2018/4/13,6.226698605,3.404276649,3.822421956
2018/4/20,6.00615183,3.321614764,3.684537065
2018/4/27,6.014851798,3.310401785,3.704450013
2018/5/4,6.066266462,3.337688699,3.728577763
2018/5/11,6.181254935,3.384031065,3.79722387
2018/5/18,6.223463989,3.386181505,3.837282484
2018/5/25,6.227750019,3.342491591,3.885258428
2018/6/1,6.045570543,3.211067934,3.834502609
2018/6/8,6.007063357,3.202136771,3.804926586
2018/6/15,5.831120111,3.097442551,3.733677561
2018/6/22,5.490247256,2.914541465,3.575705791
2018/6/29,5.434046093,2.947098547,3.486947546
2018/7/6,5.246478313,2.822197376,3.424280937
2018/7/13,5.406176932,2.939428967,3.466747965
2018/7/20,5.401222721,2.923086516,3.478136205
2018/7/27,5.51987255,2.964905124,3.554967425
2018/8/3,5.279879639,2.78442226,3.49545738
2018/8/10,5.363555186,2.841336252,3.522218934
2018/8/17,5.120467003,2.7128474,3.407619603
2018/8/24,5.132161017,2.740670555,3.391490462
2018/8/31,5.105728193,2.719509567,3.386218626
2018/9/7,5.108373419,2.706492834,3.401880585
2018/9/14,5.044276163,2.637755348,3.406520815
2018/9/21,5.172737653,2.714082436,3.458655218
2018/9/28,5.174313822,2.711548426,3.462765396
2018/10/12,4.713981491,2.416320648,3.297660842
2018/10/19,4.562914612,2.331569438,3.231345174
2018/10/26,4.769464649,2.391425183,3.378039467
2018/11/2,4.960924117,2.506641212,3.454282905
2018/11/9,4.914516373,2.467481495,3.447034878
2018/11/16,5.287669169,2.631551702,3.656117467
2018/11/23,4.99201074,2.470955196,3.521055544
